longitude,latitude,Name,ACCESS_ID,ACCESS_LOC,ACESS_TYPE,BIKE_RACK,BWC_Info,BeachMat,BeachWheelchair,CAMA_SIGN,COMMENT_,CONTRACT_NUM,CONTRACT_YR,COUNTY,DCM_Funded,DCM_RO,DUNE_WALK,Field Name,HAND_BEACH,HAND_DUNE,HAND_OVRLK,HAND_PRKG,KayakCanoeLaunch,LOCL_SPONS,Land_Status,NCDCM_ID,NEAR_DIST,NEAR_FID,OVERLOOK,PARKING,PARKING_OPTIONS,PHOTO,PIC_TABLE,PLACE,PRKG_COMMENTS,PRK_FEE,PaidParkURL,RESTRM,SHOWER,SURV_DATE,VEH_ACCESS,WaterAccessTYPE
-77.79594367,34.20579207,Wrightsville Beach,31,Chadborne St,Beach,0,https://www.townofwrightsvillebeach.com/321/Accessibility,,1,1,,,,New Hanover,0,WILM,0,Field Value,0,0,0,0,0,Wrightsville Beach,Municipality,38,349.497135,37,0,0,On-Street Parking,WB16.png,0,Wrightsville Beach,,,n/a,0,0,57:23.1,,Ocean
-77.41966225,34.49252199,North Topsail Beach,Beach Access #34,272 New River Inlet Road,Beach,0,https://www.ntbnc.org/_files/ugd/e4899e_ed33ab4a6e3447c6b025bdf7a4ad346e.pdf,,1,1,Handicap accessible to beach.,,,Onslow,0,Wilmington Regional Office,1,Field Value,1,1,0,,0,,Municipality,228,514.571943,913,0,217,Onsite Parking,Neighborhood.png,0,North Topsail Beach,,1,https://www.northtopsailbeachnc.gov/beach-accesses,0,0,1/25/24,Emergency Access,Ocean
-76.73034159,34.69775059,Atlantic Beach,West Money Island,208 Glenn St.,Beach,0,http://atlanticbeach-nc.com/departments/fire-department/beach-wheelchair-program/,,1,1,Boardwalk,,,Carteret,1,Morehead City Regional Office,1,Field Value,,1,,0,0,Atlantic Beach,Municipality,357,278.958656,536,,0,No Parking,AB10.png,0,Atlantic Beach,,,n/a,0,0,5/26/16,No,Ocean
-78.28338759,33.91272332,Holden Beach,PW240,Adjacent to Neptune Dr & Ocean Blvd W,Beach,0,,,,1,,,,Brunswick,1,WILM,1,Field Value,1,1,0,0,0,Holden Beach,Municipality,,360.189623,489,0,0,No Parking,,0,Holden Beach,,,n/a,0,0,4/19/24,No,Ocean
-77.88526242,34.05007163,Carolina Beach,Sand Dollar Lane,CAROLINA BCH AVE NORTH AND SAND DOLLAR LANE,Beach,0,https://www.carolinabeach.org/government/departments/parks-recreation/beach-wheelchairs,,1,0,,,,New Hanover,0,Wilmington Regional Office,1,Field Value,,1,1,1,0,,Municipality,318,526.799612,393,0,1,Both Parking Options,Local.png,0,Carolina Beach,,1,https://www.carolinabeach.org/visitors/parking,0,0,4/22/03,,Ocean
-77.89325513,34.03152711,Carolina Beach,Hamlet Ave,Carolina Beach Ave South and Hamlet Ave,Beach,0,https://www.carolinabeach.org/government/departments/parks-recreation/beach-wheelchairs,0,1,1,Accessible Ramp,,,New Hanover,1,Wilmington Regional Office,1,Field Value,1,1,0,2,0,Carolina Beach,Municipality,479,603.152164,442,0,50,Both Parking Options,Regional.png,0,Carolina Beach,Parking at 102 Hamlet Ave,1,https://www.carolinabeach.org/visitors/parking,1,1,8/9/21,E,Ocean
-76.85695916,34.69106864,Pine Knoll Shores,Beacons Reach West,586 Salter Path Rd,Beach,1,The town has two ADA-compliant beach-capable wheelchairs. Chairs are located at the Fire Station 314 Salter Path Road. Phone: (252) 247-2268,,1,,Nearest Parking is across from the Trinity Center,,,Carteret,0,Morehead City Regional Office,1,Field Value,0,0,1,0,0,Pine Knoll Shores,Municipality,,1045.467006,745,1,0,Parking off-site,,1,Pine Knoll Shores,Parking across from Trinity Center,,n/a,0,0,7/24/17,No,Ocean
-76.628609,36.057752,Edenton,Pembroke Creek Park,716 West Queen Street,Shoreline,0,n/a,,0,0,2 piers - boardwalk - kayak launch - benches - grill,,,Chowan,1,Elizabeth City Regional Office,0,Field Value,0,0,0,,1,Chowan County,Municipality,1044,3821.054184,660,0,50,Onsite Parking,ecity_edenton_pembrokecreek_072.JPG,0,Edenton,Unmarked Parking,0,n/a,0,0,3/9/16,,Estuarine
-77.00926089,34.66671169,Emerald Isle,EI-34,Ocean Dr. and Pinta Dr.,Beach,0,https://www.emeraldisle-nc.org/170/Beach-Wheel-Chair-Program,,1,1,,,,Carteret,0,Morehead City Regional Office,0,Field Value,0,0,0,0,0,,Municipality,545,545.120055,180,0,0,No Parking,EI75.png,0,Emerald Isle,,,n/a,0,0,5/2/03,No,Ocean
-77.01460117,34.66551688,Emerald Isle,EI-31,Ocean Dr between Arthur Dr & Indigo Dr,Beach,0,https://www.emeraldisle-nc.org/170/Beach-Wheel-Chair-Program,,1,1,,,,Carteret,0,Morehead City Regional Officce,0,Field Value,0,0,0,0,0,Emerald Isle,Municipality,,549.358572,176,0,0,No Parking,,0,Emerald Isle,,,n/a,0,0,5/15/18,No,Ocean
-76.9519925,34.67668114,Emerald Isle,EI-61,Ocean Dr. and 24th St.,Beach,1,https://www.emeraldisle-nc.org/170/Beach-Wheel-Chair-Program,,1,1,,,,Carteret,0,Morehead City Regional Office,0,Field Value,0,0,0,0,0,,Municipality,436,540.368224,104,0,0,No Parking,EI50.png,0,Emerald Isle,,,n/a,0,0,5/2/03,No,Ocean
-75.48576218,35.43877169,Dare County,Ramp 30,NC 12,Beach,0,n/a,,0,0,off-road vehicle permit required to drive on beach,,,Dare,0,Elizabeth City Regional Office,0,Field Value,0,0,0,,0,NPS,Federal,1102,11266.60887,607,0,18,Onsite Parking,ecity_dare_nps30ramp_044.png,0,Dare County,,0,n/a,0,0,1/31/08,Y,Ocean
-75.64750598,35.99777706,Kill Devil Hills,Lake Drive Ocean Access,Lake Drive and South Virginia Dare Trail,Beach,0,https://www.kdhnc.com/257/Ocean-Rescue-Division,,1,1,,,,Dare,0,Elizabeth City Regional Office,0,Field Value,0,0,0,0,0,Town of Kill Devil Hills,Municipality,1159,1404.370023,778,0,0,No Parking,ecity_kdh_lake_120.png,0,Kill Devil Hills,,,n/a,0,0,12/13/07,S,Ocean
-78.40506561,33.89528128,Ocean Isle Beach,Greensboro Access,East First Street and Greensboro Street,Beach,0,https://www.oibgov.com/pview.aspx?id=20773&catid=0,,1,1,,,,Brunswick,1,WILM,1,Field Value,0,0,0,,0,,Municipality,368,840.962498,557,0,,No Parking,OC54.png,0,Ocean Isle Beach,,,n/a,0,0,8/11/21 10:19,E,Ocean
-78.37846038,33.97262089,Shallotte,Shallotte Riverwalk,End of Cheers St,Shoreline,,,,0,1,1/3 of a mile handicapped accesssible boardwalk with gazebos on each end.,,,Brunswick,1,WILM,0,Field Value,0,0,1,,0,Shallotte,Municipality,,25700.98971,787,1,20,Onsite Parking,,0,Shallotte,Gravel lots. Handicapped parking available,0,n/a,0,0,,No,Estuarine
-77.89038931,34.04081406,Carolina Beach,Seagull Lane Soundside,Seagull Lane and Canal Drive,Beach,0,https://www.carolinabeach.org/government/departments/parks-recreation/beach-wheelchairs,0,1,1,Sound Access,,,New Hanover,1,Wilmington Regional Office,0,Field Value,0,0,0,,0,Carolina Beach,Municipality,594,307.885504,380,0,,No Parking,Local.png,0,Carolina Beach,"Parking available nearby, or in the vicinity",,n/a,0,0,8/9/21,No,Ocean
-76.79258822,36.31366472,Hertford County,Harrellsville Access Area,206 Old Ferry Road,Shoreline,0,n/a,,0,0,boat ramp and boat trailer parking,,,Hertford,0,Washington Regional Office,0,Field Value,0,0,0,,0,NCWRC,STATE-NCWRC,1237,17810.56118,277,0,5,Onsite Parking,wash_hertf_harrellsville_010.png,0,Hertford County,unmarked parking,0,n/a,0,0,4/2/14,No,Estuarine
-76.75079634,36.39931448,Gatesville,Bennetts Creek Town Park,Main Street,Shoreline,0,n/a,,0,1,Boardwalk with benches - picnic pavilion - walking trail,7788,18-19,Gates,1,Elizabeth City Regional Office,0,Field Value,0,0,0,1,1,Town of Gatesville,Municipality,1130,15719.66101,277,0,8,Onsite Parking,ecity_gatesville_townpark_088.png,1,Gatesville,,0,n/a,0,0,10/28/20,No,Estuarine
-75.83011256,36.37426928,Currituck County,Whalehead Club Heritage Park,1160 Village Lane west of the NC 12 and Club Road intersection,Shoreline,1,n/a,,0,0,boardwalk and pier - watercraft tie-ups - boat ramp,,,Currituck,0,Elizabeth City Regional Office,0,Field Value,0,0,0,6,0,Whalehead Preservation Trust and Currituck County,County,1087,757.616678,457,0,25,Onsite Parking,ecity_curr_whaleheadclub_028.png,1,Currituck County,,0,n/a,1,0,11/1/07,N,Estuarine
-77.58444175,34.3998977,Surf City,Beach Access #38,2500 S Shore Dr,Beach,0,https://www.surfcitync.gov/2413/Beach-Wheelchairs,,1,0,,,,,0,WILM,1,Field Value,0,0,0,,0,,Municipality,,532.854372,847,0,,No Parking,,0,Surf City,,,n/a,0,0,8/11/21,No,Ocean
-77.98307157,33.85202136,Bald Head Island,Public Beach Access #26a,Directly across from Wild Bean Court and meeting in with the North end of Brown Pelican Trail off of South Bald Head Wynd,Beach,1,https://live-village-bhi.pantheonsite.io/departments-services/public-safety/beach-wheelchair-information/,,1,0,,,,Brunswick,0,Wilmington Regional Office,1,Field Value,0,0,0,,0,,Municipality,340,273.826602,195,0,14,Onsite Parking,BH20.png,0,Bald Head Island,,0,n/a,0,0,8/9/21 10:36,,Ocean
-77.90894396,33.99061487,Kure Beach,F Avenue (Beach Access #541),541 Fort Fisher Blvd. S.,Beach,0,https://www.townofkurebeach.org/beach-wheelchairs,,1,1,,,,New Hanover,1,Wilmington Regional Office,1,Field Value,1,1,1,1,0,,Municipality,407,607.239538,84,1,10,Both Parking Options,Neighborhood.png,0,Kure Beach,,1,https://www.townofkurebeach.org/parking,0,0,12/10/24,No,Ocean
-76.84836356,34.69192747,Pine Knoll Shores,Beacons Reach East,Near 520 Salter Path Rd,Beach,0,The town has two ADA-compliant beach-capable wheelchairs. Chairs are located at the Fire Station 314 Salter Path Road. Phone: (252) 247-2268,,1,0,,,,Carteret,0,Morehead City Regional Office,0,Field Value,0,0,1,0,0,Pine Knoll Shores,Municipality,,882.785702,747,1,0,Parking off-site,,0,Pine Knoll Shores,Nearest parking is across from the Clamdigger.,,n/a,0,0,7/24/17,No,Ocean
-75.723103,35.927209,Dare County,Weir Point Access,1788 Hwy 64/264,Shoreline,0,n/a,,0,0,"near terminus of 8.8 mile multi-use path - restroom facility and picnic tables located 1,300 feet to the northeast at North End Park",,,Dare,0,Elizabeth City Regional Office,0,Field Value,0,0,0,2,1,NCDOT,County,1038,213.479599,576,0,23,Onsite Parking,ecity_dare_weirpoint_057.png,1,Dare County,Unmarked Parking,0,n/a,1,0,1/31/08,,Estuarine
-78.15583659,33.91411814,Oak Island,6th Place East,6th Pl E & E Beach Dr,Beach,0,https://oakisland.recdesk.com/Community/Page?pageId=8056,0,1,0,Doggie Box,,,Brunswick,0,Wilmington Regional Office,0,Field Value,0,0,0,,0,Oak Island,Municipality,190,798.886032,678,0,4,Both Parking Options,Local.png,0,Oak Island,Additional parking across the street,0,n/a,0,0,21:08.8,No,Ocean
-77.78563108,34.22086001,Wrightsville Beach,8,1800 North Lumina Ave,Beach,1,https://www.townofwrightsvillebeach.com/321/Accessibility,,1,1,Handicap accessible to beach,,,New Hanover,0,WILM,1,Field Value,1,1,0,4,0,Wrightsville Beach,Municipality,15,929.184564,14,0,59,Both Parking Options,WB40.png,0,Wrightsville Beach,,1,https://www.townofwrightsvillebeach.com/163/Parking/,0,0,57:23.1,E,Ocean
-77.52787577,34.43558227,Surf City,Beach Access #10,1100 North Shore Drive,Beach,0,https://www.surfcitync.gov/2413/Beach-Wheelchairs,,1,1,,,,Pender,0,Wilmington Regional Office,1,Field Value,0,0,0,0,0,,Municipality,80,604.847888,135,0,0,No Parking,Local.png,0,Surf City,Portable Restroom,,n/a,1,0,8/11/21,No,Ocean
-77.10851213,34.67796252,Cedar Point,Cedar Point Public Boat Ramp,144 Cedar Point Blvd,Shoreline,0,n/a,,0,0,"Fishing Pier, and 37 Trailer Spaces",,,Carteret,1,Morehead City Regional Office,0,Field Value,0,0,0,1,1,Carteret County/WRC/DCM,Municipality,,4319.684202,881,0,7,Onsite Parking,,0,Cedar Point,,,n/a,1,0,11/2/18,No,Estuarine
-76.51991362,34.71942617,Marshallberg,Marshallberg,Marshallberg Road,Shoreline,0,n/a,,0,1,Park with picnic facilities,,,Carteret,1,Morehead City Regional Office,0,Field Value,0,0,0,1,0,,County,997,33899.26208,224,1,10,Onsite Parking,marshallberg1park.png,1,Marshallberg,,0,n/a,0,0,6/24/08,No,Estuarine
-76.891272,35.960622,Bertie County,Johnson Mill Road,terminus of SR 1516 Johnson Mill Road,Shoreline,0,n/a,,0,0,,,,Bertie,0,Washington Regional Office,0,Field Value,0,0,0,,0,NCDOT,STATE-NCDEQ,1227,16856.93513,772,0,2,Onsite Parking,wash_bertie_johnsonmill_004.png,0,Bertie County,unmarked parking,0,n/a,0,0,1/27/14,No,Estuarine
-76.02715316,36.30816472,Camden County,Garrington Island Road Access,terminus of Garrington Island Road,Shoreline,0,n/a,,0,0,boat ramp,,,Camden,0,Elizabeth City Regional Office,0,Field Value,0,0,0,,1,Camden County,County,0,20270.16862,729,0,3,Onsite Parking,ecity_camd_garrington_200.JPG,0,Camden County,unmarked parking,0,n/a,0,0,3/24/16,,Estuarine
-78.42940673,33.88917771,Ocean Isle Beach,Concord Access,East First Street and Concord Street,Beach,1,https://www.oibgov.com/pview.aspx?id=20773&catid=0,,1,1,,,,Brunswick,1,WILM,1,Field Value,0,0,0,2,0,,Municipality,375,1099.310644,63,0,27,Both Parking Options,OC61.png,0,Ocean Isle Beach,Additional parking on Concord St,0,n/a,0,0,8/11/21 10:19,No,Ocean
-77.8067646,34.19305179,Wrightsville Beach,37,Meier Ave,Beach,0,https://www.townofwrightsvillebeach.com/321/Accessibility,,1,1,,,,New Hanover,0,WILM,0,Field Value,0,0,0,0,0,Wrightsville Beach,Municipality,44,296.374311,43,0,0,On-Street Parking,WB08.png,0,Wrightsville Beach,,,n/a,0,0,57:23.1,,Ocean
-77.38149784,34.5101993,North Topsail Beach,Beach Access #41,1294 New River Inlet Rd,Beach,0,https://www.ntbnc.org/_files/ugd/e4899e_ed33ab4a6e3447c6b025bdf7a4ad346e.pdf,,1,1,,,,Onslow,0,Wilmington Regional Office,1,Field Value,1,1,0,,0,,Municipality,220,679.220001,798,0,20,Onsite Parking,Neighborhood.png,0,North Topsail Beach,,1,https://www.northtopsailbeachnc.gov/beach-accesses,0,0,1/25/24,E,Ocean
-76.72402404,34.69791135,Atlantic Beach,New Bern Street - The Les and Sally Moore Public Beach Access,177 New Bern St,Beach,0,http://atlanticbeach-nc.com/departments/fire-department/beach-wheelchair-program/,,1,1,Located at the intersection of New Bern Ave. and Hwy 58 where the HWY narrows from 5 lanes to 3 (Les & Sally Moore Public Access),,,Carteret,1,Morehead City Regional Office,1,Field Value,1,1,1,2,0,Atlantic Beach,Municipality,360,748.053534,899,1,50,Onsite Parking,AB07.png,,Atlantic Beach,,1,http://atlanticbeach-nc.com/departments/police-department/parking/,1,1,2/16/21,No,Ocean
-77.05597762,35.10290527,New Bern,Neuse River Gateway,1307 Country Club Rd,Shoreline,0,n/a,,0,1,Paved path from parking lot leading to EZ Dock Kayak/Canoe Launch.,"6730, 7437","2015-16, 2016-17",Craven,1,Morehead City Regional Office,0,Field Value,0,0,0,2,1,New Bern,Municipality,,1657.911154,556,0,10,Onsite Parking,,0,New Bern,,0,n/a,0,0,11/15/19,No,Estuarine
-78.26989653,33.91514738,Holden Beach,Bridgeview Park,Terminus of Davis St,Shoreline,0,,,,,"Park has a playground, multipurpose court, bocce ball courts, picnic shelter, splash pad, restrooms, and pier with transient docks and a kayak launch into the Intracoastal Waterway.",,,Brunswick,0,WILM,0,Field Value,0,0,1,,1,Holden Beach,Municipality,,681.158787,487,1,,,,1,Holden Beach,,,n/a,1,0,4/19/24,No,Estuarine
-77.88781103,34.04466856,Carolina Beach,Sandpiper Lane,CAROLINA BCH AVE NORTH AND SANDPIPER LANE,Beach,0,https://www.carolinabeach.org/government/departments/parks-recreation/beach-wheelchairs,,1,1,Accessible Ramp . Restrooms and Showers at 100 Sandpiper Ln.,,,New Hanover,0,Wilmington Regional Office,1,Field Value,1,1,1,3,0,,Municipality,314,289.134079,207,0,29,Both Parking Options,Regional.png,0,Carolina Beach,Parking at 100 Sandpiper Ln,1,https://www.carolinabeach.org/visitors/parking,1,1,4/19/24,No,Ocean
-77.89815527,34.01860104,Carolina Beach,Ocean Blvd,1 Ocean Blvd,Beach,1,https://www.carolinabeach.org/government/departments/parks-recreation/beach-wheelchairs,0,1,1,,,,New Hanover,1,Wilmington Regional Office,1,Field Value,0,1,1,3,0,Carolina Beach,Municipality,476,598.244725,432,1,19,Onsite Parking,Neighborhood.png,0,Carolina Beach,,1,https://www.carolinabeach.org/visitors/parking,0,0,8/9/21,E,Ocean
-77.99808801,33.87958735,Bald Head Island,Public Beach Access  #1,Adjacent to Gazebo in Harbor Village off of Turks Head Court,Beach,0,https://live-village-bhi.pantheonsite.io/departments-services/public-safety/beach-wheelchair-information/,,1,0,,,,Brunswick,0,Wilmington Regional Office,1,Field Value,0,0,0,,0,Bald Head Island,Municipality,322,451.288629,398,1,,No Parking,BH03.png,0,Bald Head Island,Parking by Permit Only,,n/a,0,0,8/9/21 10:36,,Ocean
-75.7021997,36.08538394,Kitty Hawk,Bleriot St.,Bleriot St. and NC 12,Beach,0,n/a,,0,0,Handicap accessible to beach,,,Dare,0,Elizabeth City Regional Office,0,Field Value,1,0,0,0,0,Town of Kitty Hawk,Municipality,1167,857.64857,240,0,0,On-Street Parking,ecity_kh_bleriot_130.png,0,Kitty Hawk,,,n/a,0,0,11/14/07,,Ocean
-76.208613,36.300991,Elizabeth City,Causeway Park,396 US Hwy 158,Shoreline,0,n/a,,0,1,Boardwalk,,,Camden,1,Elizabeth City Regional Office,0,Field Value,0,0,0,,1,Elizabeth City,Municipality,1045,227.846461,679,0,8,Onsite Parking,ecity_ecity_causeway_079.png,0,Elizabeth City,,0,n/a,0,0,4/1/09,,Estuarine
-78.16638073,33.91454521,Oak Island,5th Place West,5th Pl W & Beach Dr,Beach,0,https://oakisland.recdesk.com/Community/Page?pageId=8056,0,1,1,Doggie Box,,,Brunswick,1,Wilmington Regional Office,0,Field Value,0,0,0,,0,Oak Island,Municipality,194,799.541511,681,0,6,Both Parking Options,Neighborhood.png,0,Oak Island,Additional parking across the street.,0,n/a,0,0,21:08.8,No,Ocean
-77.62280771,34.37085615,Topsail Beach,Empire Ave (O-7),Anderson and Empie,Beach,1,https://topsailbeachnc.gov/Departments/Police/Beach-Wheelchair,,1,1,,,,Pender,1,Wilmington Regional Office,1,Field Value,0,0,0,,0,,Municipality,58,606.435289,55,0,4,Both Parking Options,Local.png,0,Topsail Beach,,0,n/a,0,0,5/28/03,,Ocean
-75.47965037,35.49673888,Dare County,Ramp 25,NC 12,Beach,0,n/a,,0,0,off-road vehicle permit required to drive on beach,,,Dare,0,Elizabeth City Regional Office,1,Field Value,1,1,0,1,0,NPS,Federal,0,9914.112474,607,0,9,Onsite Parking,ecity_dare_nps25ramp_204.JPG,0,Dare County,6 off-road parking spaces,0,n/a,0,0,5/4/16,Y,Ocean
-76.74741848,35.8690994,Plymouth,William R. Flowers Riverfront Park,302 East Water Street,Shoreline,0,n/a,,0,0,boardwalk - benches - boat slips - picnic pavilion - walking trail with pier,,,Washington,1,Washington Regional Office,0,Field Value,0,0,0,,0,Town of Plymouth,Municipality,1244,372.833018,643,0,15,Both Parking Options,wash_plym_williamflowerspark_017.png,1,Plymouth,,0,n/a,1,0,2/20/14,No,Estuarine
-75.604536,35.90317694,Nags Head,Nags Head Causeway Estuarine Access,7341 S. Virginia Dare Trail,Shoreline,1,http://nagsheadnc.gov/309/Public-Beach-Accesses,,1,0,pier with gazebo and benches - small watercraft tie-ups,,,Dare,1,Elizabeth City Regional Office,0,Field Value,0,0,0,1,1,Town of Nags Head,Municipality,1221,2980.712032,360,0,18,Onsite Parking,ecity_nh_causeway_188.png,1,Nags Head,,0,n/a,0,0,12/19/07,,Estuarine
-77.79771549,34.20570076,Wrightsville Beach,Arrindale Street Soundside,Arrindale Street,Shoreline,0,https://www.townofwrightsvillebeach.com/321/Accessibility,,1,1,Sound Access,,,New Hanover,0,WILM,0,Field Value,0,0,0,,0,Wrightsville Beach,Municipality,588,326.709798,37,0,,On-Street Parking,WB13.png,0,Wrightsville Beach,,0,n/a,0,0,57:23.1,No,Estuarine
-75.82228468,36.36966545,Currituck County,Whalehead community 13,Shad Street and Lighthouse Drive,Beach,0,n/a,,0,0,,,,Currituck,0,Elizabeth City Regional Office,1,Field Value,0,0,0,0,0,Currituck County,County,1083,1265.770875,446,0,0,Parking off-site,ecity_curr_shad_024.png,0,Currituck County,40 unmarked gravel parking spaces located 1 block,,n/a,0,0,11/1/07,,Ocean
-75.599032,35.91320463,Nags Head,Gull Street,S. Virginia Dare Trail and Gull Street,Beach,0,http://nagsheadnc.gov/309/Public-Beach-Accesses,,1,1,,,,Dare,0,Elizabeth City Regional Office,1,Field Value,0,0,0,0,0,Town of Nags Head,Municipality,1202,852.855976,347,0,12,Onsite Parking,ecity_nh_gull_168.png,0,Nags Head,,0,n/a,0,0,3/6/18,,Ocean
-78.28726865,33.91238153,Holden Beach,PW280,329.5 Ocean Blvd West,Beach,1,n/a,,0,1,,,,Brunswick,0,Wilmington Regional Office,1,Field Value,0,1,0,0,0,,Municipality,514,771.852938,494,0,0,On-Street Parking,Local.png,0,Holden Beach,Street Parking Only on Neptune Street,,n/a,0,0,4/19/24,No,Ocean
-76.7119324,34.71999716,Morehead City,The Jib (aka Otis Landing Platform),707 Shepard St,Shoreline,0,n/a,,0,0,Open Air Pavillion/Deck with day dockage boat slips,Multiple,Multiple,Carteret,1,Morehead City Regional Office,0,Field Value,1,0,1,0,0,Morehead City,Municipality,0,607.783512,826,1,0,On-Street Parking,mhc_moreheadcity_JIB.png,1,Morehead City,,,n/a,0,0,5/26/16,No,Estuarine
-75.70726944,36.093898,Kitty Hawk,Maynard St.,Maynard St. and NC 12,Beach,0,n/a,,0,0,,,,Dare,0,Elizabeth City Regional Office,0,Field Value,0,0,0,0,0,Town of Kitty Hawk,Municipality,1170,844.028807,246,0,0,On-Street Parking,ecity_kh_maynard_133.png,0,Kitty Hawk,,,n/a,0,0,11/14/07,,Ocean
-78.18221172,33.91463161,Oak Island,23rd Place West,23rd Pl W & Beach Dr,Beach,0,https://oakisland.recdesk.com/Community/Page?pageId=8056,0,1,0,Doggie Box,,,Brunswick,0,Wilmington Regional Office,0,Field Value,1,0,0,,0,Oak Island,Municipality,200,784.620619,690,0,6,Onsite Parking,Neighborhood.png,0,Oak Island,,0,n/a,0,0,21:08.8,E,Ocean
-77.55058378,34.42212173,Surf City,Beach Access #23,600 South Shore Drive,Beach,1,https://www.surfcitync.gov/2413/Beach-Wheelchairs,,1,1,,,,Pender,1,Wilmington Regional Office,1,Field Value,0,0,1,,0,,Municipality,92,404.411919,147,0,22,Both Parking Options,Neighborhood.png,0,Surf City,Additional parking on Charlotte Ave,0,n/a,0,0,8/11/21,No,Ocean
-76.96999624,34.67404121,Emerald Isle,EI-54,Ocean Dr. and Hubert St.,Beach,0,https://www.emeraldisle-nc.org/170/Beach-Wheel-Chair-Program,,1,1,,,,Carteret,0,Morehead City Regional Office,1,Field Value,0,0,0,0,0,,Municipality,430,551.61169,98,0,0,No Parking,EI57.png,0,Emerald Isle,,,n/a,0,0,5/2/03,No,Ocean
-75.50251478,35.73722451,Dare County,Salt Flats Wildlife Trail,NC 12,Beach,0,n/a,,0,0,beach and sound access - unmarked gravel parking - overlook - walking and biking trail,,,Dare,0,Elizabeth City Regional Office,0,Field Value,0,0,0,,0,USFWS,Federal,1115,6569.926805,624,0,8,Onsite Parking,ecity_dare_usfwssaltflatstrail_063.png,0,Dare County,,0,n/a,0,0,1/30/08,,Ocean
-77.82943074,34.21338908,Wilmington,Arlie Gardens,300 Airlie Road,Shoreline,0,,,0,0,Paid Admission to formal gardens along Bradley Creek,,,New Hanover,1,WILM,0,Field Value,0,0,0,,,New Hanover,Municipality,,9761.222111,40,0,,Onsite Parking,,1,Wilmington,,,n/a,1,0,37:47.5,No,Estuarine
-76.71602071,34.71910925,Morehead City,South 10th St,1001 Shepard St,Shoreline,0,n/a,,0,1,"Public water access with parking, pier, and boat launch (1) for boats 16’ or less.",7428,2017-18,Carteret,1,Morehead City Regional Office,0,Field Value,0,0,1,2,0,Morehead City,Municipality,993,413.201694,754,1,30,Both Parking Options,mhc3s10thstreet.png,0,Morehead City,,0,n/a,0,0,8/5/19,No,Estuarine
-75.54622315,35.7959622,Dare County,Ramp 4,NC 12,Beach,0,n/a,,0,0,off-road vehicle permit required to drive on beach,,,Dare,0,Elizabeth City Regional Office,0,Field Value,0,0,0,0,0,NPS,Federal,1107,9675.459885,613,0,0,No Parking,ecity_dare_nps4ramp_049.png,0,Dare County,,,n/a,0,0,1/30/08,Y,Ocean
-78.51561513,33.86599768,Sunset Beach,39th Street,39th Street,Beach,0,https://www.sunsetbeachnc.gov/vertical/sites/%7BA2C1D077-15B6-49E5-B8FD-53D65FA0DC5D%7D/uploads/2022_Surf_Chair-Walker_Letter_and_Agreement.pdf,,1,1,,,,Brunswick,0,Wilmington Regional Office,1,Field Value,0,0,0,,0,Sunset Beach,Municipality,130,209.127041,282,0,,On-Street Parking,SB33.png,0,Sunset Beach,,0,n/a,0,0,11/8/03,,Ocean
-75.57547829,35.86933408,Nags Head,Juncos Street,S. Old Oregon Inlet Road and Juncos Street,Beach,0,http://nagsheadnc.gov/309/Public-Beach-Accesses,,1,1,Accessible to wheelchairs/strollers for beach viewing.,,,Dare,0,Elizabeth City Regional Office,1,Field Value,0,0,0,,0,Town of Nags Head,Municipality,1218,857.938227,593,0,20,Onsite Parking,ecity_nh_juncos_184.png,0,Nags Head,,0,n/a,0,1,5/17/22,S,Ocean
-78.51042826,33.867603,Sunset Beach,31st Street,31st Street,Beach,0,https://www.sunsetbeachnc.gov/vertical/sites/%7BA2C1D077-15B6-49E5-B8FD-53D65FA0DC5D%7D/uploads/2022_Surf_Chair-Walker_Letter_and_Agreement.pdf,,1,1,,,,Brunswick,0,Wilmington Regional Office,1,Field Value,0,0,0,,0,Sunset Beach,Municipality,122,180.779755,265,0,,On-Street Parking,SB25.png,0,Sunset Beach,,0,n/a,0,0,11/8/03,,Ocean
-77.79619573,34.20790234,Wrightsville Beach,S. Lumina Restrooms,92 South Lumina Ave,Shoreline,0,https://www.townofwrightsvillebeach.com/321/Accessibility,,1,0,Restrooms in the Town Plaza Area,7504,2017-18,New Hanover,1,WILM,0,Field Value,0,0,0,0,0,Wrightsville Beach,Municipality,,257.233511,200,0,0,On-Street Parking,,0,Wrightsville Beach,,,n/a,1,0,57:23.1,No,Estuarine
-77.05631411,34.65587234,Emerald Isle,Western Regional Access,Islander Dr.,Beach,0,https://www.emeraldisle-nc.org/170/Beach-Wheel-Chair-Program,,1,1,,,,Carteret,1,Morehead City Regional Office,1,Field Value,1,1,1,3,0,Emerald Isle,Municipality,534,1039.619228,169,1,250,Onsite Parking,EI216.png,1,Emerald Isle,,1,https://www.emeraldisle-nc.org/191/Paid-Beach-Parking,1,1,5/17/18,No,Ocean
-76.77933274,34.69753693,Atlantic Beach,DoubleTree East,2703 West Fort Macon Road,Beach,0,http://atlanticbeach-nc.com/departments/fire-department/beach-wheelchair-program/,,1,1,,,,Carteret,1,Morehead City Regional Office,1,Field Value,1,1,0,0,0,Atlantic Beach,Municipality,346,769.118654,331,0,0,No Parking,AB21.png,0,Atlantic Beach,,,n/a,0,0,8/2/22,No,Ocean
